scenario,controller,step,t,v,log_xt,log_dth,log_v,stop,fwd_only,plan_len,lat25,lon25,hd25,lat50,lon50,hd50
scene-0383-easy-00,ideal,29,7.25,2.709,0.0046,0.03174,2.701,0,0,9.29961,-0.0002,5e-05,0.00025,0.00646,0.0031,-0.00517
scene-0383-easy-00,ideal,30,7.5,2.721,-0.0038,0.01467,2.719,0,0,9.60565,0.00061,0.00059,0.00024,0.01921,0.00755,0.02977
scene-0383-easy-00,ideal,31,7.75,2.762,0.0065,0.00701,2.772,0,0,9.96901,0.00026,-0.00011,-0.00035,-0.05402,-0.01453,-0.0495
scene-0383-easy-00,ideal,32,8.0,2.818,0.0186,0.01603,2.816,0,0,10.38504,-0.00039,0.00014,-2e-05,0.04864,-0.01953,0.03314
scene-0383-easy-00,ideal,33,8.25,2.864,-0.053,-0.22942,2.903,0,0,10.72026,-0.00055,-0.00115,-0.00019,-0.01058,-0.00447,-0.00307
scene-0383-easy-00,ideal,34,8.5,2.904,0.0436,0.12606,2.988,0,0,11.05446,-0.00018,0.00077,0.00033,-0.00672,-0.00355,-0.00918
scene-0383-easy-00,ideal,35,8.75,3.069,-0.0099,0.05538,3.09,0,0,11.43331,0.00021,-0.00022,-8e-05,0.02259,0.01174,0.01315
scene-0383-easy-00,ideal,36,9.0,3.266,-0.0074,-0.04625,3.335,0,0,11.833,0.00031,0.00011,-0.00011,-0.00328,0.07375,0.00182
scene-0383-easy-00,ideal,37,9.25,3.468,0.0202,-0.21702,3.443,0,0,12.27085,0.00011,0.00042,1e-05,0.00085,-0.01377,-0.00323
scene-0383-easy-00,ideal,38,9.5,3.742,0.0057,0.03439,4.061,0,0,12.66941,-0.00068,-1e-05,-3e-05,0.02279,-0.06761,0.00624
scene-0383-easy-00,ideal,39,9.75,3.631,-0.0005,-0.00182,3.758,0,0,13.06982,-3e-05,-0.00023,1e-05,0.01463,-0.01017,0.00772
scene-0383-easy-00,ideal,40,10.0,3.509,0.0136,0.0094,3.289,0,0,13.55559,0.00073,0.0006,0.00018,-0.0036,0.04934,-0.00182
scene-0383-easy-00,ideal,41,10.25,3.757,0.013,-0.0311,4.098,0,0,14.13359,0.00024,-0.00041,-0.00016,0.00595,0.05303,0.00759
scene-0383-easy-00,ideal,42,10.5,4.173,0.002,-0.02548,4.292,0,0,14.71373,-0.00018,0.00025,0.00021,-0.01135,0.02533,-0.00411
scene-0383-easy-00,ideal,43,10.75,4.423,0.0146,-0.00667,4.45,0,0,15.39936,-0.00043,-0.00033,-0.00013,0.01316,-0.04987,-0.00028
scene-0383-easy-00,ideal,44,11.0,4.496,-0.0069,-0.01247,4.628,0,0,15.99325,0.00096,-0.00035,0.00021,0.02105,-0.02642,0.00644
scene-0383-easy-00,ideal,45,11.25,4.391,0.0027,0.01999,4.219,0,0,16.6335,-0.00038,0.00057,2e-05,0.0021,0.03045,0.00449
scene-0383-easy-00,ideal,46,11.5,4.525,0.0159,-0.01303,4.495,0,0,17.23209,-1e-05,0.00044,-4e-05,-0.01364,0.03628,-0.00433
scene-0383-easy-00,ideal,47,11.75,4.888,0.0056,-0.06772,5.159,0,0,17.70661,0.00028,-4e-05,0.00019,-0.00296,0.03522,0.00402
scene-0383-easy-00,ideal,48,12.0,5.187,-0.0065,0.00491,5.194,0,0,18.17276,-0.00016,-0.00015,-0.00018,-0.0244,0.00519,-0.00853
scene-0383-easy-00,ideal,49,12.25,5.38,0.0029,0.01057,5.371,0,0,18.57816,-0.00011,-0.00067,-6e-05,-0.00423,-0.03777,-0.00101
scene-0383-easy-00,ideal,50,12.5,5.443,-0.0231,-0.01922,5.54,0,0,18.92732,-0.0002,-0.00017,-1e-05,-0.0145,-0.05422,-0.00615
scene-0383-easy-00,ideal,51,12.75,5.444,-0.0044,-0.12447,5.509,0,0,19.29338,-0.00016,0.00035,-0.00017,-0.00884,-0.00947,-0.00211
scene-0383-easy-00,ideal,52,13.0,5.568,-0.0209,0.01527,5.476,0,0,19.61339,-7e-05,-0.00025,-2e-05,-0.00322,0.08235,-0.0023
scene-0383-easy-00,ideal,53,13.25,5.925,-0.0094,0.0148,6.93,0,0,19.804,5e-05,0.00025,9e-05,0.00296,0.05879,0.00686
scene-0383-easy-00,ideal,54,13.5,6.475,0.0005,0.00366,6.829,0,0,19.83105,-8e-05,0.00086,-8e-05,-0.0391,0.00732,-0.01698
scene-0383-easy-00,ideal,55,13.75,6.708,0.0041,-0.0016,6.425,0,0,19.69649,-0.0003,-0.00095,-0.00013,0.04734,-0.01049,0.01595
scene-0383-easy-00,ideal,56,14.0,6.63,-0.0389,-0.02339,6.904,0,0,19.62485,0.00031,-0.00032,0.00011,-0.01482,-0.06695,-0.00415
scene-0383-easy-00,ideal,57,14.25,6.521,0.0474,0.02222,6.471,0,0,19.54657,-0.00025,8e-05,6e-05,,,
scene-0383-easy-00,ideal,58,14.5,6.354,-0.0157,0.00945,6.213,0,0,19.54182,,,,,,
scene-0383-easy-00,official,0,0,1.0,0.0,-0.0135,5.991,0,0,11.25105,-0.00488,0.113,0.00336,0.0,0.287,0.00612
scene-0383-easy-00,official,1,0.25,1.75,-0.0059,0.00276,6.192,0,0,12.59339,-0.0014,0.11158,0.00097,0.0012,0.25219,-0.00146
scene-0383-easy-00,official,2,0.5,2.5,-0.0033,0.00481,6.389,0,0,13.59396,0.00477,0.07811,-0.00071,0.00319,0.17512,-0.01583
scene-0383-easy-00,official,3,0.75,3.112,0.0035,0.00051,5.91,0,0,14.13796,0.00362,0.06903,-0.01095,-0.00771,0.11694,-0.00265
scene-0383-easy-00,official,4,1.0,3.685,0.0049,-0.01225,5.853,0,0,14.41702,-0.02411,0.02677,-0.0044,-0.01764,0.02698,0.04607
scene-0383-easy-00,official,5,1.25,4.105,-0.0081,-0.00667,5.732,0,0,14.42961,-0.00766,-0.00887,0.02484,0.02202,-0.0279,0.01569
scene-0383-easy-00,official,6,1.5,4.471,-0.018,0.02822,5.573,0,0,14.2873,0.08446,-0.06195,0.0452,0.12578,-0.10304,-0.0059
scene-0383-easy-00,official,7,1.75,4.729,0.022,0.01304,5.725,0,0,14.01598,0.0269,-0.0584,-0.0017,0.02954,-0.10608,-0.02662
scene-0383-easy-00,official,8,2.0,4.86,0.1218,0.00757,5.379,0,0,13.70005,0.02381,-0.02575,-0.01409,0.00511,-0.06892,-0.00438
scene-0383-easy-00,official,9,2.25,4.905,0.0268,-0.026,4.974,0,0,13.35028,-0.00771,-0.06097,0.00435,-0.00716,-0.11425,0.05665
scene-0383-easy-00,official,10,2.5,4.872,0.0043,-0.00148,5.182,0,0,12.95078,-0.00811,-0.07228,0.05209,0.05311,-0.12292,0.06471
scene-0383-easy-00,official,11,2.75,4.837,-0.0054,0.0475,5.104,0,0,12.5144,0.05831,-0.05292,0.06123,0.13317,-0.08343,0.03236
scene-0383-easy-00,official,12,3.0,4.816,0.0549,0.0608,4.97,0,0,12.08742,0.11019,-0.03303,0.05552,0.17184,-0.05546,-0.01687
scene-0383-easy-00,official,13,3.25,4.758,0.1292,0.03784,4.826,0,0,11.64792,0.11808,-0.02466,0.02557,0.13765,-0.05303,-0.02567
scene-0383-easy-00,official,14,3.5,4.649,0.1684,-0.03165,4.672,0,0,11.20364,0.06776,-0.03351,0.01705,0.07392,-0.06398,-0.02658
scene-0383-easy-00,official,15,3.75,4.485,0.135,-0.05602,4.515,0,0,10.7643,0.02561,-0.03633,-0.00752,0.00574,-0.06338,-0.05104
scene-0383-easy-00,official,16,4.0,4.331,0.0759,-0.07251,4.358,0,0,10.3332,-0.0224,-0.0321,-0.03705,-0.05689,-0.04399,-0.0868
scene-0383-easy-00,official,17,4.25,4.179,0.0088,-0.0765,4.204,0,0,9.91931,-0.1155,0.00269,-0.13933,-0.2202,-0.01422,-0.11633
scene-0383-easy-00,official,18,4.5,4.074,-0.0549,-0.11427,3.9,0,0,9.54154,-0.12735,-0.00111,-0.1503,-0.24727,-0.01553,-0.1397
scene-0383-easy-00,official,19,4.75,3.885,-0.2164,0.16986,3.899,0,0,9.25956,-0.18711,-0.05624,-0.19763,-0.34476,-0.09726,-0.17649
scene-0383-easy-00,official,20,5.0,3.726,-0.2473,-0.1248,3.9,0,0,8.91974,-0.24876,-0.00734,-0.26245,-0.4385,-0.02202,-0.20482
scene-0383-easy-00,official,21,5.25,3.568,-0.3388,-0.132,3.586,0,0,8.68193,-0.34468,0.01675,-0.35759,-0.58242,0.01432,-0.24519
scene-0383-easy-00,official,22,5.5,3.419,-0.4364,-0.13914,3.347,0,0,8.43536,-0.36988,0.02737,-0.40288,-0.63078,0.02902,-0.28385
scene-0383-easy-00,official,23,5.75,3.28,-0.5619,-0.36373,3.346,0,0,8.21815,-0.43284,0.09475,-0.5037,-0.72945,0.16163,-0.35807
scene-0383-easy-00,official,24,6.0,3.139,-0.631,-0.16578,3.275,0,0,8.25974,-0.49517,0.06456,-0.57752,-0.8429,0.11402,-0.42543
scene-0383-easy-00,official,25,6.25,3.108,-0.7384,-0.17717,3.032,0,0,8.2816,-0.56586,0.10486,-0.68591,-0.96557,0.16001,-0.47038
scene-0383-easy-00,official,26,6.5,3.044,-0.8476,-0.20835,2.915,0,0,8.43598,-0.64135,0.13221,-0.76592,-1.07614,0.21379,-0.50238
scene-0383-easy-00,official,27,6.75,2.905,-0.9739,-0.19872,2.799,0,0,8.67088,-0.7062,0.15403,-0.82353,-1.16843,0.26712,-0.54549
scene-0383-easy-00,official,28,7.0,2.841,-1.0866,-0.17129,2.71,0,0,8.81749,-0.76657,0.16977,-0.88109,-1.27325,0.28736,-0.58518
scene-0383-easy-00,official,29,7.25,2.884,-1.1892,-0.17863,2.709,0,0,9.08881,-0.82928,0.18375,-0.92749,-1.37117,0.31177,-0.61124
scene-0383-easy-00,official,30,7.5,2.915,-1.284,-0.18575,2.763,0,0,9.47598,-0.88527,0.19711,-0.96164,-1.46921,0.32789,-0.61347
scene-0383-easy-00,official,31,7.75,2.953,-1.3798,-0.1648,2.817,0,0,9.94393,-0.90663,0.19054,-0.93061,-1.49663,0.33671,-0.60398
scene-0383-easy-00,official,32,8.0,2.995,-1.4738,-0.01673,2.979,0,0,10.55407,-0.98652,0.07714,-0.87399,-1.62009,0.12092,-0.57574
scene-0383-easy-00,official,33,8.25,3.158,-1.4754,-0.05144,2.894,0,0,10.48218,-1.04409,0.26408,-0.99707,-1.71593,0.41943,-0.62198
scene-0383-easy-00,official,34,8.5,3.236,-1.6226,-0.1524,3.254,0,0,11.06117,-1.11572,0.18277,-0.9545,-1.82765,0.28044,-0.60056
scene-0383-easy-00,official,35,8.75,3.354,-1.6973,-0.1029,3.372,0,0,11.54242,-1.18382,0.05233,-0.90813,-1.93202,0.10891,-0.60786
scene-0383-easy-00,official,36,9.0,3.486,-1.8303,-0.10052,4.167,0,0,11.84208,-1.24025,0.11269,-0.94286,-2.02024,0.2024,-0.62109
scene-0383-easy-00,official,37,9.25,3.602,-1.9323,-0.13122,3.746,0,0,12.14382,-1.29499,0.25787,-1.00797,-2.09846,0.4141,-0.61877
scene-0383-easy-00,official,38,9.5,3.709,-2.0177,-0.11919,3.538,0,0,12.7844,-1.33895,0.15791,-0.94393,-2.15241,0.23643,-0.56464
scene-0383-easy-00,official,39,9.75,3.868,-2.0923,-0.10872,4.146,0,0,13.34201,-1.36535,0.09649,-0.90794,-2.18066,0.16604,-0.54089
scene-0383-easy-00,official,40,10.0,4.034,-2.1298,-0.00561,4.302,0,0,14.24992,-1.35165,-0.04708,-0.82744,-2.14941,-0.04092,-0.49761
scene-0383-easy-00,official,41,10.25,4.236,-2.1533,-0.01416,4.704,0,0,14.93074,-1.32752,0.04958,-0.82598,-2.1007,0.11132,-0.46505
scene-0383-easy-00,official,42,10.5,4.427,-2.1232,0.03078,4.23,0,0,15.87072,-1.28157,0.03112,-0.76533,-2.00104,0.07525,-0.39354
scene-0383-easy-00,official,43,10.75,4.655,-2.0559,0.03971,4.588,0,0,16.66924,-1.18752,-0.03548,-0.67442,-1.83542,-0.01943,-0.32451
scene-0383-easy-00,official,44,11.0,4.906,-1.9622,0.09057,5.173,0,0,17.39943,-1.04763,-0.10491,-0.56972,-1.60349,-0.11228,-0.25846
scene-0383-easy-00,official,45,11.25,5.174,-1.7875,0.10609,5.356,0,0,17.99891,-0.91369,-0.10409,-0.48815,-1.38062,-0.08804,-0.20168
scene-0383-easy-00,official,46,11.5,5.426,-1.5833,0.1077,5.492,0,0,18.52933,-0.75996,-0.02519,-0.41065,-1.13634,0.03749,-0.14973
scene-0383-easy-00,official,47,11.75,5.662,-1.3441,0.24536,5.501,0,0,19.24772,-0.5642,-0.03264,-0.29373,-0.82721,-0.02176,-0.09318
scene-0383-easy-00,official,48,12.0,5.923,-1.081,0.17303,5.423,0,0,19.58617,-0.40876,0.01438,-0.21345,-0.59355,0.0399,-0.06126
scene-0383-easy-00,official,49,12.25,6.141,-0.8079,0.1455,6.767,0,0,19.93432,-0.25952,-0.13819,-0.12435,-0.35749,-0.22235,-0.04767
scene-0383-easy-00,official,50,12.5,6.355,-0.5764,0.1066,6.782,0,0,19.78278,-0.16824,-0.06784,-0.10914,-0.27162,-0.09554,-0.0876
scene-0383-easy-00,official,51,12.75,6.457,-0.3875,0.06634,6.543,0,0,19.69743,-0.10153,-0.05551,-0.10456,-0.22858,-0.06474,-0.10135
scene-0383-easy-00,official,52,13.0,6.542,-0.2807,-0.00353,6.856,0,0,19.62788,-0.17925,-0.00088,-0.13191,-0.34942,0.03133,-0.06457
scene-0383-easy-00,official,53,13.25,6.562,-0.2366,0.03926,6.439,0,0,19.5679,-0.22892,0.10232,-0.10768,,,
scene-0383-easy-00,official,54,13.5,6.662,-0.3477,-0.01198,6.219,0,0,19.56214,,,,,,
scene-0383-hard-00,fixed,0,0,1.0,0.0,-0.0135,5.991,0,0,11.25105,-0.00488,0.105,-0.01255,-0.01,0.256,-0.00941
scene-0383-hard-00,fixed,1,0.25,1.722,-0.0058,-0.01315,6.189,0,0,12.55001,-0.00946,0.09537,-0.01448,-0.01647,0.219,-0.00909
scene-0383-hard-00,fixed,2,0.5,2.403,-0.0129,-0.01072,6.38,0,0,13.473,-0.01188,0.0785,-0.01505,-0.02236,0.163,-0.01055
scene-0383-hard-00,fixed,3,0.75,3.016,-0.0181,-0.00723,5.915,0,0,14.05003,-0.01658,0.056,-0.01519,-0.02755,0.093,-0.00854
scene-0383-hard-00,fixed,4,1.0,3.541,-0.0238,-0.00543,5.858,0,0,14.33512,-0.0331,0.02988,-0.01902,-0.03885,0.015,0.00675
scene-0383-hard-00,fixed,5,1.25,3.962,-0.0279,-0.00734,5.756,0,0,14.38631,-0.0203,-0.01437,-0.01625,-0.0362,-0.066,-0.01184
scene-0383-hard-00,fixed,6,1.5,4.275,-0.0388,-0.00404,5.596,0,0,14.26369,0.01817,-0.06537,0.00701,0.01729,-0.135,-0.00887
scene-0383-hard-00,fixed,7,1.75,4.487,-0.0355,-0.00974,5.734,0,0,14.02699,-0.04248,-0.0795,-0.02534,-0.06172,-0.159,-0.00747
scene-0383-hard-00,fixed,8,2.0,4.615,0.0024,0.1131,5.396,0,0,13.73281,-0.03175,-0.0495,-0.02,-0.047,-0.12,-0.00673
scene-0383-hard-00,fixed,9,2.25,4.675,-0.0573,-0.28349,5.148,0,0,13.42835,-0.02361,-0.07687,-0.01542,-0.03598,-0.16099,-0.00806
scene-0383-hard-00,fixed,10,2.5,4.688,-0.0498,0.01633,5.12,0,0,13.07518,-0.019,-0.10337,-0.01436,-0.0318,-0.20197,-0.01069
scene-0383-hard-00,fixed,11,2.75,4.662,-0.0372,0.00354,5.145,0,0,12.66365,-0.02033,-0.10122,-0.01694,-0.03555,-0.19692,-0.01598
scene-0383-hard-00,fixed,12,3.0,4.601,-0.0334,-0.00155,5.028,0,0,12.23921,-0.02299,-0.09731,-0.0221,-0.04502,-0.18878,-0.02319
scene-0383-hard-00,fixed,13,3.25,4.514,-0.0369,-0.01011,4.896,0,0,11.82988,-0.03511,-0.09307,-0.03228,,,
scene-0383-hard-00,fixed,14,3.5,4.409,-0.0448,-0.01639,4.754,0,0,11.40724,,,,,,
scene-0383-hard-00,ideal,0,0,1.0,0.0,-0.0135,5.991,0,0,11.25105,0.00013,-0.0,0.00016,0.0,0.012,0.00017
scene-0383-hard-00,ideal,1,0.25,1.55,0.0006,-0.00044,6.14,0,0,12.26785,-0.00028,-0.00047,0.00021,0.00013,0.01205,0.00015
scene-0383-hard-00,ideal,2,0.5,2.1,0.0001,-0.00114,6.317,0,0,13.09474,0.00013,3e-05,-0.00031,-0.00093,0.01304,-0.00016
scene-0383-hard-00,ideal,3,0.75,2.65,-0.0001,0.00374,6.118,0,0,13.72667,-9e-05,0.00052,5e-05,0.00014,0.01304,-0.00062
scene-0383-hard-00,ideal,4,1.0,3.2,-0.0008,0.0001,5.889,0,0,14.16172,-0.00034,3e-05,4e-05,0.01301,0.01815,0.00199
scene-0383-hard-00,ideal,5,1.25,3.75,0.0006,0.00192,5.837,0,0,14.40906,6e-05,0.00012,-0.00017,-0.0034,0.05704,0.00955
scene-0383-hard-00,ideal,6,1.5,4.3,0.0129,-0.00154,5.689,0,0,14.46704,0.00056,-0.00046,1e-05,-0.05248,0.09448,-0.02886
scene-0383-hard-00,ideal,7,1.75,4.849,-0.0031,0.0041,5.601,0,0,14.3116,-0.00045,0.00025,0.00018,0.06578,-0.0,0.02723
scene-0383-hard-00,ideal,8,2.0,5.276,-0.046,0.03089,5.608,0,0,13.95362,0.00068,-0.00033,2e-05,-0.018,-0.01324,-0.00618
scene-0383-hard-00,ideal,9,2.25,5.204,0.0628,-0.2546,5.311,0,0,13.56898,-0.00033,1e-05,0.00013,-0.00495,0.02,-0.00184
scene-0383-hard-00,ideal,10,2.5,5.111,-0.0181,0.02094,5.002,0,0,13.17512,0.00074,-0.00076,0.00014,0.00025,0.01198,0.00012
scene-0383-hard-00,ideal,11,2.75,5.117,-0.0044,0.00451,5.153,0,0,12.72572,-0.00019,0.00103,1e-05,-0.00133,0.00307,-0.00063
scene-0383-hard-00,ideal,12,3.0,5.035,-0.0003,0.00224,5.024,0,0,12.24664,-0.00043,-8e-05,-7e-05,0.0021,0.00108,0.00098
scene-0383-hard-00,ideal,13,3.25,4.89,-0.0009,0.00016,4.877,0,0,11.79139,-0.00041,-9e-05,-6e-05,,,
scene-0383-hard-00,ideal,14,3.5,4.736,0.0028,-0.00043,4.721,0,0,11.3258,,,,,,
scene-0383-hard-00,official,0,0,1.0,0.0,-0.0135,5.991,0,0,11.25105,-0.00488,0.113,0.00336,0.0,0.287,0.00612
scene-0383-hard-00,official,1,0.25,1.75,-0.0059,0.00276,6.192,0,0,12.59339,-0.0014,0.11158,0.00097,0.0012,0.25219,-0.00146
scene-0383-hard-00,official,2,0.5,2.5,-0.0033,0.00481,6.389,0,0,13.59396,0.00477,0.07811,-0.00071,0.00319,0.17512,-0.01583
scene-0383-hard-00,official,3,0.75,3.112,0.0035,0.00051,5.91,0,0,14.13796,0.00362,0.06903,-0.01095,-0.00771,0.11694,-0.00265
scene-0383-hard-00,official,4,1.0,3.685,0.0049,-0.01225,5.853,0,0,14.41702,-0.02411,0.02677,-0.0044,-0.01764,0.02698,0.04607
scene-0383-hard-00,official,5,1.25,4.105,-0.0081,-0.00667,5.732,0,0,14.42961,-0.00766,-0.00887,0.02484,0.02202,-0.0279,0.01569
scene-0383-hard-00,official,6,1.5,4.471,-0.018,0.02822,5.573,0,0,14.2873,0.08446,-0.06195,0.0452,0.12578,-0.10304,-0.0059
scene-0383-hard-00,official,7,1.75,4.729,0.022,0.01304,5.725,0,0,14.01598,0.0269,-0.0584,-0.0017,0.02954,-0.10608,-0.02662
scene-0383-hard-00,official,8,2.0,4.86,0.1218,0.00757,5.379,0,0,13.70005,0.02381,-0.02575,-0.01409,0.00511,-0.06892,-0.00438
scene-0383-hard-00,official,9,2.25,4.905,0.0268,-0.026,4.974,0,0,13.35028,-0.00771,-0.06097,0.00435,-0.00716,-0.11425,0.05665
scene-0383-hard-00,official,10,2.5,4.872,0.0043,-0.00148,5.182,0,0,12.95078,-0.00811,-0.07228,0.05209,0.05311,-0.12292,0.06471
scene-0383-hard-00,official,11,2.75,4.837,-0.0054,0.0475,5.104,0,0,12.5144,0.05831,-0.05292,0.06123,0.13317,-0.08343,0.03236
scene-0383-hard-00,official,12,3.0,4.816,0.0549,0.0608,4.97,0,0,12.08742,0.11019,-0.03303,0.05552,,,
scene-0383-hard-00,official,13,3.25,4.758,0.1292,0.03784,4.826,0,0,11.64792,,,,,,
scene-0920-easy-00,fixed,0,0,1.0,0.0,-0.04159,4.945,0,0,10.48836,-0.01237,0.09825,-0.04127,-0.033,0.23,-0.0353
scene-0920-easy-00,fixed,1,0.25,1.693,-0.0176,-0.03381,5.165,0,0,11.34415,-0.0344,0.08377,-0.05238,-0.0671,0.17815,-0.02263
scene-0920-easy-00,fixed,2,0.5,2.323,-0.049,-0.03888,4.864,0,0,11.80595,-0.05469,0.06188,-0.04847,-0.09058,0.10632,-0.00301
scene-0920-easy-00,fixed,3,0.75,2.864,-0.0777,-0.00771,4.96,0,0,11.95258,-0.06018,0.03239,-0.03049,-0.08762,0.02063,0.02434
scene-0920-easy-00,fixed,4,1.0,3.297,-0.0962,0.01701,4.948,0,0,11.8579,-0.04456,-0.00499,-0.00045,-0.05164,-0.06636,0.05105
scene-0920-easy-00,fixed,5,1.25,3.614,-0.0889,0.05318,4.952,0,0,11.60202,0.00576,-0.052,0.04388,0.0266,-0.14777,0.0699
scene-0920-easy-00,fixed,6,1.5,3.823,-0.0519,0.10712,4.939,0,0,11.26416,0.0677,-0.09598,0.08975,0.12168,-0.2135,0.08493
scene-0920-easy-00,fixed,7,1.75,3.936,0.0266,0.13021,4.905,0,0,10.87107,0.13103,-0.11443,0.1305,0.2107,-0.23791,0.09235
scene-0920-easy-00,fixed,8,2.0,3.971,0.1192,0.14018,4.818,0,0,10.49092,0.17848,-0.11296,0.16123,0.2738,-0.23413,0.09251
scene-0920-easy-00,fixed,9,2.25,3.945,0.2189,0.09334,4.684,0,0,10.17034,0.20871,-0.11632,0.18256,0.31633,-0.23911,0.09404
scene-0920-easy-00,fixed,10,2.5,3.878,0.2845,0.09464,4.525,0,0,9.86322,0.20199,-0.11545,0.18033,0.30548,-0.23292,0.09165
scene-0920-easy-00,fixed,11,2.75,3.781,0.3353,0.0438,4.389,0,0,9.61344,0.19961,-0.12902,0.17834,0.29571,-0.24482,0.0827
scene-0920-easy-00,fixed,12,3.0,3.667,0.3299,0.00473,4.277,0,0,9.41028,0.19348,-0.13594,0.17784,0.28711,-0.24176,0.08065
scene-0920-easy-00,fixed,13,3.25,3.545,0.3208,0.01357,4.095,0,0,9.27445,0.16252,-0.12038,0.16136,0.24521,-0.20083,0.07821
scene-0920-easy-00,fixed,14,3.5,3.421,0.3151,0.02295,3.899,0,0,9.23699,0.14367,-0.08957,0.15135,0.2181,-0.13423,0.07101
scene-0920-easy-00,fixed,15,3.75,3.305,0.2727,-0.03844,3.611,0,0,9.33495,0.1298,-0.05549,0.14445,0.19664,-0.06604,0.06869
scene-0920-easy-00,fixed,16,4.0,3.211,0.2303,-0.00828,3.298,0,0,9.55279,0.10292,0.00276,0.12573,0.15556,0.03975,0.05388
scene-0920-easy-00,fixed,17,4.25,3.142,0.2028,-0.03388,3.012,0,0,9.93488,0.09262,0.05834,0.11319,0.1325,0.13251,0.03199
scene-0920-easy-00,fixed,18,4.5,3.112,0.1492,-0.04717,2.809,0,0,10.32947,0.04488,0.09783,0.06905,0.07041,0.19783,0.03384
scene-0920-easy-00,fixed,19,4.75,3.127,0.1208,-0.03359,2.718,0,0,10.96522,0.01169,0.10012,0.02879,0.01677,0.21075,0.0129
scene-0920-easy-00,fixed,20,5.0,3.196,0.0326,-0.08838,2.857,0,0,11.717,0.01196,0.10286,0.02277,0.0097,0.22225,-0.00229
scene-0920-easy-00,fixed,21,5.25,3.313,0.0118,0.05356,2.941,0,0,12.5141,-0.02852,0.12137,-0.01569,-0.04802,0.25828,-0.00902
scene-0920-easy-00,fixed,22,5.5,3.467,-0.0195,-0.0483,3.075,0,0,13.38531,-0.05896,0.14673,-0.04408,-0.09383,0.29139,-0.01812
scene-0920-easy-00,fixed,23,5.75,3.661,-0.0715,-0.02537,3.194,0,0,14.21562,-0.06641,0.1476,-0.05012,-0.1107,0.28512,-0.02499
scene-0920-easy-00,fixed,24,6.0,3.888,-0.1108,0.02132,3.483,0,0,15.01923,-0.10397,0.1268,-0.06163,-0.14395,0.23918,0.00339
scene-0920-easy-00,fixed,25,6.25,4.141,-0.136,-0.02071,3.848,0,0,15.77851,-0.10352,0.07264,-0.0614,-0.15765,0.18055,-0.01694
scene-0920-easy-00,fixed,26,6.5,4.4,-0.1564,0.01,4.37,0,0,16.47255,-0.116,0.06438,-0.06343,-0.17323,0.15832,-0.01259
scene-0920-easy-00,fixed,27,6.75,4.663,-0.1424,0.16658,4.53,0,0,16.81244,-0.09993,0.14987,-0.05182,-0.14508,0.27416,-0.00281
scene-0920-easy-00,fixed,28,7.0,4.903,-0.22,0.15089,4.485,0,0,17.21469,-0.09137,0.09671,-0.03747,-0.12453,0.1726,0.01012
scene-0920-easy-00,fixed,29,7.25,5.147,-0.1542,0.01796,5.103,0,0,17.48013,-0.07237,0.05861,-0.01706,-0.08246,0.09601,0.03255
scene-0920-easy-00,fixed,30,7.5,5.369,-0.1278,0.04333,5.292,0,0,17.53716,-0.0291,0.02163,0.00916,-0.01758,0.03088,0.03977
scene-0920-easy-00,fixed,31,7.75,5.555,-0.083,0.05479,5.58,0,0,17.50446,0.05574,-0.02353,0.05205,0.10301,-0.04153,0.04965
scene-0920-easy-00,fixed,32,8.0,5.699,-0.0174,0.07163,5.899,0,0,17.3719,0.07917,-0.02169,0.06661,0.14341,-0.052,0.05962
scene-0920-easy-00,fixed,33,8.25,5.8,0.1027,0.06911,5.969,0,0,17.10092,0.11502,-0.00109,0.08637,0.1987,-0.0505,0.07017
scene-0920-easy-00,fixed,34,8.5,5.856,0.1444,0.04178,5.955,0,0,16.64914,0.14906,-0.03557,0.10591,0.2563,-0.12004,0.08208
scene-0920-easy-00,fixed,35,8.75,5.874,0.2001,0.0562,6.113,0,0,16.1439,0.19002,-0.14841,0.12413,0.31857,-0.2732,0.0924
scene-0920-easy-00,fixed,36,9.0,5.851,0.2607,0.04995,6.805,0,0,15.40079,0.24189,-0.13435,0.15296,0.3959,-0.24874,0.10228
scene-0920-easy-00,fixed,37,9.25,5.768,0.3243,0.07969,6.368,0,0,14.61752,0.28028,-0.05761,0.17878,0.45191,-0.14718,0.10703
scene-0920-easy-00,fixed,38,9.5,5.647,0.4029,0.07013,6.052,0,0,13.8313,0.30815,-0.04576,0.19458,0.48504,-0.13579,0.10682
scene-0920-easy-00,fixed,39,9.75,5.493,0.4578,0.055,5.823,0,0,13.11154,0.33344,-0.12198,0.19813,0.49777,-0.26249,0.08434
scene-0920-easy-00,fixed,40,10.0,5.326,0.4903,0.05644,5.846,0,0,12.38113,0.35837,-0.11773,0.20989,0.51982,-0.2751,0.07251
scene-0920-easy-00,fixed,41,10.25,5.132,0.5141,0.02723,5.719,0,0,11.71641,0.26121,-0.14259,0.16341,0.38027,-0.32598,0.06349
scene-0920-easy-00,fixed,42,10.5,4.914,0.568,-0.14348,5.716,0,0,11.14354,0.20746,-0.23547,0.13562,0.30704,-0.46672,0.0604
scene-0920-easy-00,fixed,43,10.75,4.686,0.4179,-0.00979,5.441,0,0,10.53269,0.20331,-0.22363,0.12706,0.2727,-0.42325,0.02286
scene-0920-easy-00,fixed,44,11.0,4.43,0.3592,-0.03705,5.476,0,0,10.02536,0.18637,-0.20652,0.12559,0.25572,-0.38879,0.03132
