method,board,split,metric,component,baseline_config,variant_config,baseline_score,variant_score,delta,same_weights_or_retrained,seeds_or_runs,n_samples,source,notes,hack_finding_id
DriveVLA-M0,navsim_v1,navval ablation,PDMS,ttt_gradient_steps,"1e-4, 1 step","1e-4, 3 steps",92.2,92.3,+0.1,test_time_updated,N/A,N/A,"drivevla_m0.pdf, Table 8, PDF p.12",相同起始模型，测试时优化超参数不同。,N/A
DriveVLA-M0,navsim_v1,navval ablation,PDMS,ttt_gradient_steps,"1e-4, 3 steps","1e-4, 5 steps",92.3,92.2,-0.1,test_time_updated,N/A,N/A,"drivevla_m0.pdf, Table 8, PDF p.12",相同起始模型，测试时优化超参数不同。,N/A
DriveVLA-M0,navsim_v1,navval ablation,PDMS,ttt_gradient_steps,"2e-4, 1 step","2e-4, 3 steps",92.0,92.3,+0.3,test_time_updated,N/A,N/A,"drivevla_m0.pdf, Table 8, PDF p.12",相同起始模型，测试时优化超参数不同。,N/A
DriveVLA-M0,navsim_v1,navval ablation,PDMS,ttt_gradient_steps,"2e-4, 3 steps","2e-4, 5 steps",92.3,92.1,-0.2,test_time_updated,N/A,N/A,"drivevla_m0.pdf, Table 8, PDF p.12",相同起始模型，测试时优化超参数不同。,N/A
DriveVLA-M0,navsim_v1,navtest,PDMS,memory_scale_and_ttt,"Base, original memory","Scale, 10k memory + TTT",92.3,94.1,+1.8,test_time_updated,N/A,N/A,"drivevla_m0.pdf, Table 1, PDF p.7",Scale 扩充记忆库且测试时训练；并非单因素消融。,N/A
TOAD,navsim_v1,navtest,PDMS,test_time_cem_search,ZTRS,ZTRS + TOAD,86.9,89.0,+2.1,same_weights,N/A,N/A,"toad.pdf, Table 1, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV1-TOAD-001
TOAD,navsim_v1,navtest,PDMS,test_time_cem_search,GTRS,GTRS + TOAD,90.4,90.9,+0.5,same_weights,N/A,N/A,"toad.pdf, Table 1, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV1-TOAD-001
TOAD,navsim_v1,navtest,PDMS,test_time_cem_search,Hydra-MDP,Hydra-MDP + TOAD,90.9,91.4,+0.5,same_weights,N/A,N/A,"toad.pdf, Table 1, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV1-TOAD-001
TOAD,navsim_v1,navtest,PDMS,test_time_cem_search,iPad,iPad + TOAD,91.7,93.4,+1.7,same_weights,N/A,N/A,"toad.pdf, Table 1, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV1-TOAD-001
TOAD,navsim_v1,navtest,PDMS,test_time_cem_search,RAP-DINO,RAP-DINO + TOAD,93.8,93.9,+0.1,same_weights,N/A,N/A,"toad.pdf, Table 1, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV1-TOAD-001
TOAD+DrivoR,navsim_v1,navtest,PDMS,test_time_cem_search,DrivoR,DrivoR + TOAD,94.6,94.7,+0.1,same_weights,N/A,N/A,"toad.pdf, Table 1, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV1-TOAD-001
TOAD,navsim_v2,navhard two-stage,EPDMS,test_time_cem_search,iPad,iPad + TOAD,34.7,49.8,+15.1,same_weights,N/A,N/A,"toad.pdf, Table 2, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV2-TOAD-001
TOAD,navsim_v2,navhard two-stage,EPDMS,test_time_cem_search,RAP-DINO,RAP-DINO + TOAD,39.6,49.0,+9.4,same_weights,N/A,N/A,"toad.pdf, Table 2, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV2-TOAD-001
TOAD,navsim_v2,navhard two-stage,EPDMS,test_time_cem_search,Hydra-MDP,Hydra-MDP + TOAD,40.9,49.7,+8.8,same_weights,N/A,N/A,"toad.pdf, Table 2, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV2-TOAD-001
TOAD,navsim_v2,navhard two-stage,EPDMS,test_time_cem_search,GTRS,GTRS + TOAD,45.4,51.7,+6.3,same_weights,N/A,N/A,"toad.pdf, Table 2, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV2-TOAD-001
TOAD,navsim_v2,navhard two-stage,EPDMS,test_time_cem_search,ZTRS,ZTRS + TOAD,48.1,49.2,+1.1,same_weights,N/A,N/A,"toad.pdf, Table 2, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV2-TOAD-001
DrivoR+TOAD,navsim_v2,navhard two-stage,EPDMS,test_time_cem_search,DrivoR,DrivoR + TOAD,54.6,56.3,+1.7,same_weights,N/A,N/A,"toad.pdf, Table 2, PDF p.5",论文写明用公开 checkpoint 与 proposals，不更新模型；NAVSIM-v2 表沿用修复后的 GTRS 45.4。,NAV2-TOAD-001
DrivoR+TOAD,hugsim,KITTI360,NC,test_time_cem_search,DrivoR,DrivoR + TOAD,44.0,49.5,+5.5,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,KITTI360,DAC,test_time_cem_search,DrivoR,DrivoR + TOAD,89.9,90.9,+1,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,KITTI360,TTC,test_time_cem_search,DrivoR,DrivoR + TOAD,40.8,46.1,+5.3,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,KITTI360,Comfort,test_time_cem_search,DrivoR,DrivoR + TOAD,93.6,99.1,+5.5,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,KITTI360,RC,test_time_cem_search,DrivoR,DrivoR + TOAD,28.8,26.9,-1.9,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,KITTI360,HDS,test_time_cem_search,DrivoR,DrivoR + TOAD,17.7,18.4,+0.7,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,nuScenes,NC,test_time_cem_search,DrivoR,DrivoR + TOAD,57.0,69.1,+12.1,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,nuScenes,DAC,test_time_cem_search,DrivoR,DrivoR + TOAD,100.0,100.0,+0,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,nuScenes,TTC,test_time_cem_search,DrivoR,DrivoR + TOAD,51.3,63.9,+12.6,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,nuScenes,Comfort,test_time_cem_search,DrivoR,DrivoR + TOAD,93.0,98.3,+5.3,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,nuScenes,RC,test_time_cem_search,DrivoR,DrivoR + TOAD,54.2,60.9,+6.7,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,nuScenes,HDS,test_time_cem_search,DrivoR,DrivoR + TOAD,39.7,49.9,+10.2,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,PandaSet,NC,test_time_cem_search,DrivoR,DrivoR + TOAD,50.8,57.3,+6.5,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,PandaSet,DAC,test_time_cem_search,DrivoR,DrivoR + TOAD,99.9,100.0,+0.1,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,PandaSet,TTC,test_time_cem_search,DrivoR,DrivoR + TOAD,44.0,51.6,+7.6,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,PandaSet,Comfort,test_time_cem_search,DrivoR,DrivoR + TOAD,89.8,98.4,+8.6,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,PandaSet,RC,test_time_cem_search,DrivoR,DrivoR + TOAD,58.3,54.5,-3.8,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,PandaSet,HDS,test_time_cem_search,DrivoR,DrivoR + TOAD,35.1,38.0,+2.9,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,Waymo,NC,test_time_cem_search,DrivoR,DrivoR + TOAD,64.0,70.3,+6.3,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,Waymo,DAC,test_time_cem_search,DrivoR,DrivoR + TOAD,96.8,96.7,-0.1,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,Waymo,TTC,test_time_cem_search,DrivoR,DrivoR + TOAD,58.6,66.6,+8,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,Waymo,Comfort,test_time_cem_search,DrivoR,DrivoR + TOAD,94.1,97.9,+3.8,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,Waymo,RC,test_time_cem_search,DrivoR,DrivoR + TOAD,56.5,51.1,-5.4,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
DrivoR+TOAD,hugsim,Waymo,HDS,test_time_cem_search,DrivoR,DrivoR + TOAD,44.2,42.8,-1.4,same_weights,N/A,N/A,"toad.pdf, Table 4, PDF p.6",HUGSIM 四个来源数据集的零样本评测；和 WA-JEPA 论文 436 场景对照需确认协议是否一致。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + smoothing,34.7,35.0,+0.3,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + re-scoring DrivoR,34.7,45.6,+10.9,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + re-scoring GTRS,34.7,34.5,-0.2,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + re-scoring SparseDriveV2,34.7,30.3,-4.4,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + search GTRS scorer,34.7,23.9,-10.8,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + search SparseDriveV2 scorer,34.7,34.6,-0.1,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,iPad,iPad + TOAD search DrivoR scorer,34.7,49.8,+15.1,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + smoothing,40.9,38.8,-2.1,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + re-scoring DrivoR,40.9,37.3,-3.6,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + re-scoring GTRS,40.9,40.3,-0.6,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + re-scoring SparseDriveV2,40.9,9.5,-31.4,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + search GTRS scorer,40.9,38.1,-2.8,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + search SparseDriveV2 scorer,40.9,29.6,-11.3,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,N/A
TOAD,navsim_v2,navhard two-stage,EPDMS,postprocessing_and_scorer_choice,Hydra-MDP,Hydra-MDP + TOAD search DrivoR scorer,40.9,49.7,+8.8,same_weights,N/A,N/A,"toad.pdf, Table 3, PDF p.5; Table 7, PDF p.15",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,warmup-two-stage,EPDMS,cem_search_component,iPad + normal initialization,iPad + full TOAD,42.7,48.5,+5.8,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(a), PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,warmup-two-stage,EPDMS,cem_search_component,iPad + trajectory space,iPad + full TOAD,36.4,48.5,+12.1,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(a), PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,warmup-two-stage,EPDMS,cem_search_component,iPad + without scorer reward,iPad + full TOAD,35.7,48.5,+12.8,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(a), PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,warmup-two-stage,EPDMS,cem_search_component,iPad + without comfort reward,iPad + full TOAD,46.9,48.5,+1.6,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(a), PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,warmup-two-stage,EPDMS,cem_search_component,iPad + without anchor reward,iPad + full TOAD,44.4,48.5,+4.1,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(a), PDF p.8",无额外摘录；比较配置与出处见本行其他字段。,NAV2-TOAD-001
TOAD,navsim_v2,warmup-two-stage,EPDMS,candidate_count_M,M=2,M=64,38.5,48.5,+10,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(b), PDF p.8",候选数 M 的两端数值由图旁标注直接读取；同一 warmup-two-stage 的 7 场景实验。,N/A
TOAD,navsim_v2,warmup-two-stage,EPDMS,CEM_iterations_K,smallest plotted setting,largest plotted setting,N/A,N/A,N/A,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(b-d), PDF p.8",图中有趋势但 PDF 文本提取不能可靠配对全部柱值与横坐标；未估读数值。,N/A
TOAD,navsim_v2,warmup-two-stage,EPDMS,elite_count_E,smallest plotted setting,largest plotted setting,N/A,N/A,N/A,same_weights,N/A,7 scenes (paper PDF p.5),"toad.pdf, Figure 4(b-d), PDF p.8",图中有趋势但 PDF 文本提取不能可靠配对全部柱值与横坐标；未估读数值。,N/A
RAP-DINO,navsim_v1,navval 12k subset,MinADE_m,raster_face_style,colored faces + depth decay + black background,transparent object faces,0.91,0.98,+0.07,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Table 5, PDF p.8",此消融用 RAP-ResNet，论文最终榜单方法为 RAP-DINO。,N/A
RAP-DINO,navsim_v1,navval 12k subset,MinADE_m,raster_depth_decay,colored faces + depth decay + black background,no depth decay,0.91,1.05,+0.14,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Table 5, PDF p.8",此消融用 RAP-ResNet，论文最终榜单方法为 RAP-DINO。,N/A
RAP-DINO,navsim_v1,navval 12k subset,MinADE_m,raster_background,colored faces + depth decay + black background,natural background,0.91,1.33,+0.42,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Table 5, PDF p.8",此消融用 RAP-ResNet，论文最终榜单方法为 RAP-DINO。,N/A
RAP-DINO,navsim_v1,validation,PDMS,recovery_perturbations,85k real training samples,85k real + 8.5k perturbed ego trajectories,92.5,92.5,+0,retrained,N/A,N/A,"rap.pdf, Table 6, PDF p.8",表格实验使用 RAP-ResNet；navsim_v2 为 two-stage EPDMS。,N/A
RAP-DINO,navsim_v2,validation,two_stage_EPDMS,recovery_perturbations,85k real training samples,85k real + 8.5k perturbed ego trajectories,32.5,36.9,+4.4,retrained,N/A,N/A,"rap.pdf, Table 6, PDF p.8",表格实验使用 RAP-ResNet；navsim_v2 为 two-stage EPDMS。,N/A
RAP-DINO,navsim_v1,"navval 12k subset, 50% real data",MinADE_m,feature_alignment_direction,Raster-to-Real,Real-to-Raster,1.12,1.02,-0.1,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Table 7, PDF p.14",训练总量固定，50% real / 50% raster；使用 RAP-ResNet。,N/A
RAP-DINO,navsim_v1,"navval 12k subset, 50% real data",MinADE_m,feature_alignment_direction,symmetric alignment,Real-to-Raster,1.14,1.02,-0.12,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Table 7, PDF p.14",训练总量固定，50% real / 50% raster；使用 RAP-ResNet。,N/A
RAP-DINO,navsim_v1,navval 12k subset,MinADE_m,feature_alignment,no alignment,spatial + global alignment,N/A,N/A,N/A,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Figure 5, PDF p.9",按 1/5/20/50/100% real data 比较；图像文本没有全部可可靠读取的点值。 使用 RAP-ResNet。,N/A
RAP-DINO,navsim_v1,navval 12k subset,MinADE_m,cross_agent_synthetic_data_scale,85k real,85k real + 1k/10k/100k/500k/1000k rasterized other-agent views,N/A,N/A,N/A,retrained,N/A,12k samples (paper PDF p.8),"rap.pdf, Figure 6, PDF p.9","正文报告拟合 y=-0.021 ln(x)+1.2173, R²=0.9942；未将拟合线当作观测分数。 使用 RAP-ResNet。",N/A
AutoVLA,navsim_v1,navtest,PDMS,reinforcement_fine_tuning,One-shot,Post-RFT,80.54,89.11,+8.57,retrained,N/A,N/A,"autovla.pdf, Table 1, PDF p.7",Best-of-N 用六条候选及 oracle 评分，不是可部署单轨分数。,N/A
AutoVLA,navsim_v1,navtest,Collision,reinforcement_fine_tuning,One-shot,Post-RFT,96.89,98.41,+1.52,retrained,N/A,N/A,"autovla.pdf, Table 1, PDF p.7",Best-of-N 用六条候选及 oracle 评分，不是可部署单轨分数。,N/A
AutoVLA,navsim_v1,navtest,Area,reinforcement_fine_tuning,One-shot,Post-RFT,92.42,95.64,+3.22,retrained,N/A,N/A,"autovla.pdf, Table 1, PDF p.7",Best-of-N 用六条候选及 oracle 评分，不是可部署单轨分数。,N/A
